OBJECTID,Date,Latitude,Longitude,Oceans,Regions,Location,Microplastics Measurement (density),Unit,Density Range,Concentration Class,Sampling Method,Organization
13073,20/08/2018,21.5832,112.4874,Pacific Ocean,South China Sea,South China Sea,1.309.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13074,20/08/2018,21.4888,112.5312,Pacific Ocean,South China Sea,South China Sea,1.848.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13075,20/08/2018,21.3872,112.5668,Pacific Ocean,South China Sea,South China Sea,821.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13076,17/08/2018,21.8622,113.2817,Pacific Ocean,South China Sea,South China Sea,462.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13077,17/08/2018,21.7621,113.325,Pacific Ocean,South China Sea,South China Sea,744.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13078,17/08/2018,21.6587,113.3715,Pacific Ocean,South China Sea,South China Sea,411.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13079,17/08/2018,22.1359,113.936,Pacific Ocean,South China Sea,South China Sea,462.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13080,21/08/2018,22.087,113.961,Pacific Ocean,South China Sea,South China Sea,488.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13081,21/08/2018,21.9617,114.0214,Pacific Ocean,South China Sea,South China Sea,898.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13082,22/08/2018,22.0939,114.063,Pacific Ocean,South China Sea,South China Sea,1.514.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13083,22/08/2018,21.9854,114.104,Pacific Ocean,South China Sea,South China Sea,1.078.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13490,09/02/2018,12.3538,120.3398,Pacific Ocean,Sulu Sea,South China Sea,0.127955,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13491,10/02/2018,12.2543,120.3497,Pacific Ocean,Sulu Sea,South China Sea,0.068217,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13492,15/02/2018,10.5488,119.0442,Pacific Ocean,South China Sea,South China Sea,0.008303,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13493,18/02/2018,10.3533,117.9177,Pacific Ocean,South China Sea,South China Sea,0.152619,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13494,20/02/2018,8.7612,115.085,Pacific Ocean,South China Sea,South China Sea,0.028456,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13495,21/02/2018,5.9712,115.1597,Pacific Ocean,South China Sea,South China Sea,0.036106,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13496,26/02/2018,5.067,115.1328,Pacific Ocean,South China Sea,South China Sea,0.026657,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13497,01/03/2018,4.5583,113.5418,Pacific Ocean,South China Sea,South China Sea,0.006555,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13498,02/03/2018,3.2898,111.646,Pacific Ocean,South China Sea,South China Sea,0.013546,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13499,08/03/2018,1.8858,110.3667,Pacific Ocean,South China Sea,South China Sea,0.403167,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13500,12/03/2018,1.5773,104.8977,Pacific Ocean,South China Sea,South China Sea,0.000000,pieces/m3,0-0.0005,Very Low,Manta net,"Oceaneye Association,  Switzerland"
15170,28/05/2019,12.9358,100.8822,Pacific Ocean,Gulf of Thailand,South China Sea,5.520.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15171,28/05/2019,12.8986,100.8667,Pacific Ocean,Gulf of Thailand,South China Sea,5.840.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15172,28/05/2019,12.8986,100.8667,Pacific Ocean,Gulf of Thailand,South China Sea,7.680.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15173,28/05/2019,12.7714,100.8989,Pacific Ocean,Gulf of Thailand,South China Sea,6.560.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15174,28/05/2019,12.7422,100.8411,Pacific Ocean,Gulf of Thailand,South China Sea,1.680.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15175,11/04/2019,12.6636,101.0383,Pacific Ocean,Gulf of Thailand,South China Sea,800.000.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15176,11/04/2019,12.6639,101.0403,Pacific Ocean,Gulf of Thailand,South China Sea,400.000.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15177,11/04/2019,12.665,101.0425,Pacific Ocean,Gulf of Thailand,South China Sea,40.000.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15178,11/04/2019,12.6742,101.0644,Pacific Ocean,Gulf of Thailand,South China Sea,35.680.000.000,pieces/m3,30000-40000,High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15179,11/04/2019,12.6747,101.0669,Pacific Ocean,Gulf of Thailand,South China Sea,68.480.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15180,11/04/2019,12.675,101.07,Pacific Ocean,Gulf of Thailand,South China Sea,15.280.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15181,11/04/2019,12.6289,101.3483,Pacific Ocean,Gulf of Thailand,South China Sea,22.560.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15182,11/04/2019,12.6189,101.37,Pacific Ocean,Gulf of Thailand,South China Sea,28.160.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15183,11/04/2019,12.61,101.3875,Pacific Ocean,Gulf of Thailand,South China Sea,33.680.000.000,pieces/m3,30000-40000,High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15184,11/04/2019,12.6178,101.4256,Pacific Ocean,Gulf of Thailand,South China Sea,69.040.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15185,11/04/2019,12.6311,101.4508,Pacific Ocean,Gulf of Thailand,South China Sea,83.040.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15186,11/04/2019,12.6322,101.4897,Pacific Ocean,Gulf of Thailand,South China Sea,89.120.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15187,11/04/2019,12.6531,101.6075,Pacific Ocean,Gulf of Thailand,South China Sea,20.000.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15188,11/04/2019,12.6431,101.6239,Pacific Ocean,Gulf of Thailand,South China Sea,33.840.000.000,pieces/m3,30000-40000,High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15189,11/04/2019,12.6433,101.6356,Pacific Ocean,Gulf of Thailand,South China Sea,53.280.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15190,11/04/2019,12.6033,101.8769,Pacific Ocean,Gulf of Thailand,South China Sea,3.760.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15191,11/04/2019,12.6058,101.8736,Pacific Ocean,Gulf of Thailand,South China Sea,21.920.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15192,11/04/2019,12.6078,101.8711,Pacific Ocean,Gulf of Thailand,South China Sea,23.360.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15193,12/04/2019,12.5728,101.8928,Pacific Ocean,Gulf of Thailand,South China Sea,20.000.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15194,12/04/2019,12.555,101.9169,Pacific Ocean,Gulf of Thailand,South China Sea,99.920.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15195,12/04/2019,12.5536,101.9292,Pacific Ocean,Gulf of Thailand,South China Sea,80.000.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15196,12/04/2019,12.4789,102.0658,Pacific Ocean,Gulf of Thailand,South China Sea,72.480.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15197,14/04/2019,12.1694,102.4064,Pacific Ocean,Gulf of Thailand,South China Sea,80.000.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15198,14/04/2019,12.1203,102.6639,Pacific Ocean,Gulf of Thailand,South China Sea,15.280.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15199,14/04/2019,12.0383,102.7556,Pacific Ocean,Gulf of Thailand,South China Sea,16.000.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15200,14/04/2019,11.9967,102.7694,Pacific Ocean,Gulf of Thailand,South China Sea,18.400.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15201,14/04/2019,11.9736,102.7694,Pacific Ocean,Gulf of Thailand,South China Sea,6.640.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15202,14/04/2019,11.8989,102.7831,Pacific Ocean,Gulf of Thailand,South China Sea,200.000.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15203,14/04/2019,11.8936,102.7875,Pacific Ocean,Gulf of Thailand,South China Sea,352.000.000.000,pieces/m3,40000,Very High,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15204,22/09/2019,12.2497,99.9797,Pacific Ocean,Gulf of Thailand,South China Sea,992.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15205,22/09/2019,12.2669,99.9742,Pacific Ocean,Gulf of Thailand,South China Sea,348.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15206,22/09/2019,12.3397,99.9986,Pacific Ocean,Gulf of Thailand,South China Sea,372.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15207,22/09/2019,12.3453,99.9975,Pacific Ocean,Gulf of Thailand,South China Sea,428.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15208,22/09/2019,12.3608,99.9986,Pacific Ocean,Gulf of Thailand,South China Sea,11.308.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15209,22/09/2019,11.5658,99.6611,Pacific Ocean,Gulf of Thailand,South China Sea,188.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15210,22/09/2019,11.5289,99.6428,Pacific Ocean,Gulf of Thailand,South China Sea,292.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15211,22/09/2019,11.5089,99.6342,Pacific Ocean,Gulf of Thailand,South China Sea,160.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15212,22/09/2019,11.4953,99.6306,Pacific Ocean,Gulf of Thailand,South China Sea,560.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15213,22/09/2019,11.4917,99.6311,Pacific Ocean,Gulf of Thailand,South China Sea,22.964.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15214,22/09/2019,9.7983,99.1386,Pacific Ocean,Gulf of Thailand,South China Sea,212.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15215,22/09/2019,9.7708,99.1422,Pacific Ocean,Gulf of Thailand,South China Sea,560.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15216,22/09/2019,9.7436,99.1458,Pacific Ocean,Gulf of Thailand,South China Sea,1.012.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15217,22/09/2019,9.7261,99.1508,Pacific Ocean,Gulf of Thailand,South China Sea,648.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15218,22/09/2019,9.6894,99.16,Pacific Ocean,Gulf of Thailand,South China Sea,7.548.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15219,22/09/2019,8.7658,99.9358,Pacific Ocean,Gulf of Thailand,South China Sea,132.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15220,22/09/2019,8.7769,99.935,Pacific Ocean,Gulf of Thailand,South China Sea,452.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15221,22/09/2019,8.8092,99.93,Pacific Ocean,Gulf of Thailand,South China Sea,240.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15222,22/09/2019,8.8203,99.9278,Pacific Ocean,Gulf of Thailand,South China Sea,1.092.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15223,22/09/2019,8.8561,99.9219,Pacific Ocean,Gulf of Thailand,South China Sea,80.000.000,pieces/m3,0-100,Very Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15224,22/09/2019,7.7214,100.3833,Pacific Ocean,Gulf of Thailand,South China Sea,188.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15225,22/09/2019,7.7061,100.3872,Pacific Ocean,Gulf of Thailand,South China Sea,348.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15226,22/09/2019,7.6883,100.3911,Pacific Ocean,Gulf of Thailand,South China Sea,772.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15227,22/09/2019,7.6736,100.3956,Pacific Ocean,Gulf of Thailand,South China Sea,400.000.000,pieces/m3,100-500,Low,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
15228,22/09/2019,7.6544,100.4,Pacific Ocean,Gulf of Thailand,South China Sea,1.040.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
21654,11/10/2017,21.8899,108.5969,Pacific Ocean,South China Sea,South China Sea,4.533.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21655,11/10/2017,21.9078,108.5433,Pacific Ocean,South China Sea,South China Sea,2.866.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21656,11/10/2017,21.8821,108.4674,Pacific Ocean,South China Sea,South China Sea,3.733.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21657,11/10/2017,21.8406,108.5924,Pacific Ocean,South China Sea,South China Sea,1.933.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21658,11/10/2017,21.8421,108.5603,Pacific Ocean,South China Sea,South China Sea,10.133.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21659,11/10/2017,21.8564,108.5493,Pacific Ocean,South China Sea,South China Sea,2.466.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21660,11/10/2017,21.824,108.5141,Pacific Ocean,South China Sea,South China Sea,2.600.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21661,11/10/2017,21.8383,108.534,Pacific Ocean,South China Sea,South China Sea,2.400.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21662,11/10/2017,21.8149,108.5331,Pacific Ocean,South China Sea,South China Sea,2.200.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21663,11/10/2017,21.7909,108.5307,Pacific Ocean,South China Sea,South China Sea,2.600.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21664,11/10/2017,21.7676,108.537,Pacific Ocean,South China Sea,South China Sea,1.800.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21665,11/10/2017,21.7436,108.5589,Pacific Ocean,South China Sea,South China Sea,2.666.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21666,11/10/2017,21.7307,108.541,Pacific Ocean,South China Sea,South China Sea,3.066.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21667,11/10/2017,21.722,108.5645,Pacific Ocean,South China Sea,South China Sea,4.533.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21668,11/10/2017,21.7117,108.5806,Pacific Ocean,South China Sea,South China Sea,2.400.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21669,11/10/2017,21.6971,108.6039,Pacific Ocean,South China Sea,South China Sea,1.400.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21670,11/10/2017,21.7301,108.5753,Pacific Ocean,South China Sea,South China Sea,1.200.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21671,11/10/2017,21.7406,108.5728,Pacific Ocean,South China Sea,South China Sea,2.866.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21672,11/10/2017,21.7495,108.5672,Pacific Ocean,South China Sea,South China Sea,9.533.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21673,11/10/2017,21.7835,108.5466,Pacific Ocean,South China Sea,South China Sea,2.266.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21674,11/10/2017,21.7968,108.5517,Pacific Ocean,South China Sea,South China Sea,1.600.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21675,11/10/2017,21.8168,108.571,Pacific Ocean,South China Sea,South China Sea,3.400.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21676,11/10/2017,21.8222,108.5517,Pacific Ocean,South China Sea,South China Sea,8.800.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
9676,8/11/2015,-31.696,-48.56,Atlantic Ocean,south atlantic ocean,Other,0.018,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
6427,12/18/2002,6.35,-121.85,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
10672,10/17/2006,0.5,-95.35,Pacific Ocean,north pacific ocean,Other,0.013,pieces/m3,0.005-1,Medium,Manta net,Scripps Institution of Oceanography-University of California San Diego
13921,10/17/2018,0.631825,-45.398158,Atlantic Ocean,north atlantic ocean,Other,1368.0,pieces/m3,10,Very High,Aluminum bucket,"Federal University of Pará, Brazil"
